1.0,0.9960677,-0.0625848
1.258925,0.993782,-0.0786088
1.584893,0.9901808,-0.098604
1.995262,0.9845265,-0.123426
2.511886,0.9756962,-0.153991
3.162278,0.9620209,-0.191146
3.981072,0.9411153,-0.235409
5.011872,0.9097813,-0.286495
6.309573,0.8641799,-0.342597
7.943282,0.8005816,-0.399563
10.0,0.7169568,-0.450477
12.58925,0.6151231,-0.486566
15.84893,0.5020955,-0.499996
19.95262,0.3888533,-0.48749
25.11886,0.2864575,-0.452106
31.62278,0.2021083,-0.401573
39.81072,0.1377997,-0.34469
50.11872,0.0916042,-0.288466
63.09573,0.05982063,-0.237154
79.43282,0.03859633,-0.192631
100.0,0.02470452,-0.155223
125.8925,0.01573092,-0.124433
158.4893,0.009983497,-0.0994174
199.5262,0.006322455,-0.0792621
251.1886,0.003998529,-0.0631074
316.2278,0.00252663,-0.050202
398.1072,0.001595683,-0.0399141
501.1872,0.001007401,-0.0317236
630.9573,0.0006358637,-0.0252083
794.3282,0.000401297,-0.0200284
1000.0,0.0002532388,-0.0159115
1258.925,0.0001597978,-0.0126401
1584.893,0.0001008316,-0.010041
1995.262,6.362278e-05,-0.00797614
2511.886,4.01442e-05,-0.00633582
3162.278,2.532965e-05,-0.00503279
3981.072,1.598208e-05,-0.00399773
5011.872,1.008407e-05,-0.00317553
6309.573,6.362642e-06,-0.00252242
7943.282,4.014565e-06,-0.00200363
10000.0,2.533023e-06,-0.00159155
12589.25,1.598231e-06,-0.00126421
15848.93,1.008416e-06,-0.0010042
19952.62,6.362679e-07,-0.000797664
25118.86,4.01458e-07,-0.000633607
31622.78,2.533029e-07,-0.000503292
39810.72,1.598233e-07,-0.000399779
50118.72,1.008417e-07,-0.000317556
63095.73,6.362682e-08,-0.000252244
79432.82,4.014581e-08,-0.000200364
100000.0,2.53303e-08,-0.000159155
125892.5,1.598234e-08,-0.000126421
158489.3,1.008417e-08,-0.00010042
199526.2,6.362683e-09,-7.97664e-05
251188.6,4.014581e-09,-6.33607e-05
316227.8,2.53303e-09,-5.03292e-05
398107.2,1.598234e-09,-3.99779e-05
501187.2,1.008417e-09,-3.17556e-05
630957.3,6.362683e-10,-2.52244e-05
794328.2,4.014581e-10,-2.00364e-05
1000000.0,2.53303e-10,-1.59155e-05
1258925.0,1.598234e-10,-1.26421e-05
1584893.0,1.008417e-10,-1.0042e-05
1995262.0,6.362683e-11,-7.97664e-06
2511886.0,4.014581e-11,-6.33607e-06
3162278.0,2.53303e-11,-5.03292e-06
3981072.0,1.598234e-11,-3.99779e-06
5011872.0,1.008417e-11,-3.17556e-06
6309573.0,6.362683e-12,-2.52244e-06
7943282.0,4.014581e-12,-2.00364e-06
10000000.0,2.53303e-12,-1.59155e-06
12589250.0,1.598234e-12,-1.26421e-06
15848930.0,1.008417e-12,-1.0042e-06
19952620.0,6.362683e-13,-7.97664e-07
25118860.0,4.014581e-13,-6.33607e-07
31622780.0,2.53303e-13,-5.03292e-07
39810720.0,1.598234e-13,-3.99779e-07
50118720.0,1.008417e-13,-3.17556e-07
63095730.0,6.362683e-14,-2.52244e-07
79432820.0,4.014581e-14,-2.00364e-07
100000000.0,2.53303e-14,-1.59155e-07
