0.0,0.0
0.001,0.0
0.002,0.0
0.004,0.0
0.008,0.0
0.016,0.0
0.032,0.0
0.064,0.0
0.128,0.0
0.256,0.0
0.456,0.0
0.656,0.0
0.856,0.0
1.0,0.0
1.00205,0.001744316
1.006151,0.008127994
1.014352,0.03321409
1.030755,0.1049077
1.04573,0.1788134
1.07568,0.328368
1.133846,0.6192477
1.250179,1.200884
1.450179,2.200904
1.650179,3.200887
1.850179,4.200901
2.0,4.949995
2.02,4.983332
2.06,5.005556
2.14,4.996666
2.3,5.002593
2.5,4.997879
2.7,5.001736
2.9,4.99858
3.1,5.001162
3.3,4.999049
3.5,5.000778
3.7,4.999364
3.9,5.000521
4.1,4.999574
4.3,5.000349
4.5,4.999715
4.7,5.000233
4.9,4.999809
5.1,5.000156
5.3,4.999872
5.5,5.000105
5.7,4.999914
5.9,5.00007
6.1,4.999943
6.3,5.000047
6.5,4.999962
6.7,5.000031
6.9,4.999974
7.0,5.000017
7.02,4.933339
7.06,4.755554
7.14,4.346668
7.3,3.552592
7.5,2.54788
7.7,1.551735
7.9,0.5485805
8.0,0.05094633
8.002611,0.0403969
8.007834,0.02366696
8.01828,0.007426945
8.02411,0.004074197
8.029472,0.002351484
8.03554,0.001256823
8.042908,0.0005800691
8.049762,0.0002839612
8.056506,0.0001407578
8.062916,7.242815e-05
8.06966,3.589865e-05
8.076314,1.797664e-05
8.083093,8.87499e-06
8.08989,4.372591e-06
8.09786,1.880605e-06
8.107783,6.333382e-07
8.121429,1.196091e-07
8.141914,-1.43338e-09
8.178446,4.191683e-10
8.251509,-2.39004e-10
8.397636,1.814565e-10
8.597636,-1.48464e-10
8.797636,1.214709e-10
8.997636,-9.93853e-11
9.197636,8.131523e-11
9.397636,-6.65306e-11
9.597636,5.443417e-11
9.797636,-4.4537e-11
9.997636,3.64394e-11
10.0,2.873674e-11
